game,song_name,credit
Final Fantasy VIII,Force Your Way,Libera
Final Fantasy VIII,Liberi Fatali (Children of Fate),Commander6
Final Fantasy VIII,Movin',Commander6
Final Fantasy VIII,Only a Plank Between One and Perdition,Justin Thomson
Final Fantasy VIII,Overture,Tranzlater
Final Fantasy VIII,The Castle,Commander6
Final Fantasy VIII,The Landing,Commander6
Final Fantasy VIII,The Legendary Beast,Commander6
Final Fantasy VIII,The Loser,Libera
Final Fantasy VIII,The Salt Flats,Static
Final Fantasy VIII,The Stage is Set,Commander6
iS: internal section,stage7  History repeats itself,Static
Legend of Mana,Cliff Town Gato,FierceDeity
Legend of Mana,Pastoral,FierceDeity
Legend of Mana,Places of Soul,FierceDeity
Mega Man X5,X vs. Zero,Renaud Bergeron
Mega Man X6,Metal Shark Player Stage,Commander6
Mega Man X6,Rainy Turtloid Stage,Commander6
Mega Man X6,Shieldner Sheldon Stage,Commander6
Metal Gear Solid,Enclosure,Brawler4Ever
Metal Gear Solid,Encounter,Maelstrom
R4: Ridge Racer Type 4,Quiet Curves,Static
Racing Lagoon,Base Point,Static
Resident Evil,Peace of Mind,Don Valentino
Resident Evil 2,Secure Place,Don Valentino
Spyro 2: Ripto's Rage!,Satyr's Song,WiiMan96
Spyro the Dragon,Magic Crafter's Home,WiiMan96
Suikoden II,Gothic Neclord,Maelstrom
Tekken,"King George Island, Antarctica",Fantastic Ike
Threads of Fate,Forest of Journeys Begun,Static
Vagrant Story,Abandoned Mines Level 2,Static
Wild Arms,Abbey,Tobbeh99
Wild Arms,Adlehyde Castle,Tobbeh99
Wild Arms,Courage (Dungeon),Tobbeh99
Wild Arms,Courage (Dungeon) (Four Hands),Tobbeh99
Wild Arms,Marsh Where the Migrant Birds Gather,Tobbeh99
Wild Arms,To the End of the Wilderness,Tobbeh99
Wild Arms,Wh-What? (Zed's Theme),Tobbeh99
Xenogears,A Gathering of Stars in the Night Sky,Static
Xenogears,Bonds of Sea and Flame,Libera
Xenogears,Crimson Knight,Static
Xenogears,Faraway Promise,Libera
Xenogears,October Mermaid,Libera
Xenogears,Our Wounded Bodies Shall Advance Towards the Light,Libera
Xenogears,Stage of Death,Static
Xenogears,The Blackmoon Forest,Libera
Xenogears,The One Who is Torn Apart,Libera
Xenogears,Unstealable Jewel,Libera
Xenogears,Where the Egg of Dreams Hatches,Libera
Ace Combat 5: The Unsung War,15 Years Ago,Libera
Ace Combat 5: The Unsung War,"A Blue Dove For The Princess ""Nagase's Theme""",Libera
Ace Combat 5: The Unsung War,Into the Dusk,Libera
Ape Escape 3,Mount Amazing 2,Static
Chulip,Smooch of Divine Protection - As Much As Possible,Nine Lives
Chulip,Strictness of the Chitama Middle School Teachers,Nine Lives
Dark Cloud,Matataki Village,The Deku Trombonist
Dark Cloud 2,Ancient Mural,mantis985
Dark Cloud 2,Balance Valley,mantis985
Dark Cloud 2,Fading Consciousness,mantis985
Dark Cloud 2,Fish On!,mantis985
Dark Cloud 2,Flying Warship Death Ark,mantis985
Dark Cloud 2,Halloween,mantis985
Dark Cloud 2,Kazarov Stonehenge,mantis985
Dark Cloud 2,Menu,mantis985
Dark Cloud 2,Neverending Adventure,mantis985
Dark Cloud 2,Palm Brinks,mantis985
Dark Cloud 2,Premonition,mantis985
Dark Cloud 2,Spiral of Dreams,mantis985
Dark Cloud 2,Stella Magic Temple,mantis985
Dark Cloud 2,The Dark Battle,mantis985
Dark Cloud 2,Underground Water Channel,mantis985
Dark Cloud 2,Zelmite Mine,mantis985
Devil May Cry 2,A Prayer for the Goddess (Divinity Statue),Zanza
Dragon Quest VIII: Journey of the Cursed King,Alchemy Pot,McDucky
Drakengard,Fourth Chapter - On the Ground,Libera
Drakengard,Game Over ~ Continue,Libera
Drakengard,Growing Wings,Maelstrom
Drakengard,Ninth Chapter - In the Sky 1,Libera
Drakengard,Seventh Chapter - In the Sky,Libera
Drakengard,Thirteenth Chapter - Closing,Libera
Drakengard,Twelfth Chapter - In the Sky,Libera
Final Fantasy X,A Fleeting Dream,Libera
Final Fantasy X,Auron's Theme,Libera
Final Fantasy X,Battle Theme,Libera
Final Fantasy X,Bravely Forward,Libera
Final Fantasy X,Calm Before the Storm,Libera
Final Fantasy X,Hymn (Variations),Libera
Final Fantasy X,Rikku's Theme,Libera
Final Fantasy X,To Zanarkand,WiiMan96
Final Fantasy X,Via Purifico,Renaud Bergeron
Final Fantasy X,Yuna's Theme,Libera
Final Fantasy XI,Battle Theme,Fantastic Ike
Final Fantasy XII,Game Over,Yugikun
Gungrave,Here comes the rain,Static
Ichigeki Sacchuu!! HoiHoi-san,Main Menu,Static
Ichigeki Sacchuu!! HoiHoi-san,"Missions 1-4, 2-5, & 3-2",Static
Katamari Damacy,Fugue #7777,Th3Gavst3r
Katamari Damacy,Overture,Th3Gavst3r
Kingdom Hearts,Dearly Beloved,Th3Gavst3r
Kingdom Hearts,Kairi I,Th3Gavst3r
Kingdom Hearts,Neverland Sky,HugoMeister
Kingdom Hearts,Once Upon a Time,Th3Gavst3r
Kingdom Hearts,This is Halloween,Jordan Knapp
Kingdom Hearts,Treasured Memories,Th3Gavst3r
Kingdom Hearts II,Friends in My Heart,Pianist Da Sootopolis
Kingdom Hearts II,"Old Friends, Old Rivals",HugoMeister
Kingdom Hearts II,Organization XIII,HungryDragon
Kingdom Hearts II,Sinister Sundown,Pianist Da Sootopolis
Kino no Tabi -the Beautiful World-,The World is Shining,Static
Metal Gear Solid 2: Sons of Liberty,Main Theme,razer84
Monster Hunter,BBQ Spit,Th3Gavst3r
Ōkami,Issun's Theme,AwesomeYears
Persona 3,Aria of the Soul,Samusthedude
Persona 3,The Voice Someone Calls,Samusthedude
Persona 3 FES,Brand New Days - The Beginning,SlimyWyvern
Persona 4,Corridor,Samusthedude
Persona 4,Game,Code_Name_Geek
Persona 4,Traumerei,Samusthedude
Shadow of the Colossus,A Closed-off City,Ryan McGaughey
Shadow of the Colossus,Counterattack,Ryan McGaughey
Shadow of the Colossus,Green Hills,Ryan McGaughey
Shadow of the Colossus,Lakeside,Ryan McGaughey
Shadow of the Colossus,Memories,Zunawe
Shadow of the Colossus,Prayer,Zunawe
Shin Megami Tensei III: Nocturne,Metatron,Static
Silent Hill 2,Promise,Static
Silent Hill 2,UFO Ending,Nine Lives
Silent Hill 3,"Never Forgive Me, Never Forget Me",LeviR.star
SoulCalibur III,Forsaken Sanctuary,Libera
SoulCalibur III,Healing Winds,Ruto
SoulCalibur III,Peaceful Days,Ruto
Star Ocean: Till the End of Time,Rust Color,FireArrow
Tales of the Abyss,abyss,thatoneguy
Tales of the Abyss,Confrontation,Sipan1234
Tales of the Abyss,Nature's Dungeon,thatoneguy
Tales of the Abyss,Resting Theme,thatoneguy
Tales of the Abyss,Wyon Mirrored Cave,thatoneguy
We Love Katamari,DAN DON FUGA (Canon of Kings),Purple1222119
Wild Arms 3,A Person's Warmth,Tobbeh99
Wild Arms 3,Migratory Birds - Wandering Bird-Scoundrels,Tobbeh99
Wild Arms Alter Code: F,Introduction,Tobbeh99
Xenosaga Episode I: Der Wille zur Macht,U.M.N.MODE,Static
Xenosaga Episode III: Also sprach Zarathustra,Fifth Jerusalem,Static
Demon's Souls,Old King Allant,Static
Drakengard 3,Aethervox,Libera
Drakengard 3,Censorial Sonata,Libera
Drakengard 3,Descendeus,Libera
Gran Turismo 5,spin your own wheels,Static
Bloodborne,Cleric Beast,Renaud Bergeron
Marvel's Spider-Man,Anything for a Story,Fantastic Ike
Ratchet & Clank: Rift Apart,Ode to Nefarious,Fantastic Ike
Crisis Core: Final Fantasy VII,Burden of Truth,Thomas Wilson
Danganronpa: Trigger Happy Havoc,Closing Argument (Climax Reasoning),Static
Innocent Life: A Futuristic Harvest Moon,Easter Ruins,Code_Name_Geek
Mega Man Maverick Hunter X,Zero's Sacrifice,The Deku Trombonist
Metal Gear Solid: Portable Ops,Calling to the Night,WiiMan96
Monster Hunter Freedom 2,Pokke Village,Latios212
Monster Hunter Portable 3rd,Violent Flash of Blue Light / Zinogre,Th3Gavst3r
Digimon Story: Cyber Sleuth,Spiritual Boy,Samusthedude
Muramasa Rebirth,Shigematsu Shinzaemon,Static
Halo 2,The Last Spartan,Fantastic Ike
Halo 2,Unforgotten,Sebastian
Halo: Combat Evolved,Halo,Cashwarrior1
Halo: Combat Evolved,On a Pale Horse,Cashwarrior1
Star Wars: Knights of the Old Republic,The Unknown World,Fantastic Ike
Banjo-Kazooie: Nuts & Bolts,Banjoland (Challenge),Clanker37
Banjo-Kazooie: Nuts & Bolts,Logbox Lunacy,ALPRAS
Banjo-Kazooie: Nuts & Bolts,Showdown Town,ALPRAS
Halo 3,Never Forget,Th3Gavst3r
Halo 3: ODST,The Light at the End: Another Rain,Zunawe
Halo: Reach,Ashes,JustNoble
Lost Odyssey,The Witch's Mansion,KefkaticFanatic
Steins;Gate,Gate of Steiner - Piano,Maelstrom
Tales of Vesperia,Evening Requiem,thatoneguy
Illbleed,The Park,Static
Skies of Arcadia,Dungeon of Searing Heat,Static
Sonic Adventure,Windy Hill,Sebastian
Sonic Adventure 2,Cannon's Core Part 3,PianoMan
Sonic Adventure 2,E.G.G.M.A.N.,PianoMan
Sonic Adventure 2,In the Groove,PianoMan
Sonic Adventure 2,Metal Harbor,PianoMan
Sonic Adventure 2,Pumpkin Hill,PianoMan
Sonic Adventure 2,Riff A,PianoMan
Sonic the Hedgehog CD,Stardust Speedway Bad Future (JP),LeviR.star
Alex Kidd in the Enchanted Castle,Castle,Sebastian
Castlevania: Bloodlines,Reincarnated Soul,LeviR.star
Earthworm Jim,Buttville,Yug Guy
Golden Axe II,The Castle,PseudoMario16
Shining Force,Hikari no Gunzei (World Map 1),Nine Lives
Shining Force,Simone's Theme,The-Real-Link
Sonic & Knuckles,Act 1 Boss,Yug Guy
Sonic & Knuckles,Lava Reef Zone Act 1,Yug Guy
Sonic & Knuckles,Sandopolis Zone Act 1,Yug Guy
Sonic & Knuckles,The Doomsday Zone,Crafty_Potatoes
Sonic the Hedgehog,Final Zone (Two Pianos),Crealis
Sonic the Hedgehog,Green Hill Zone,PianoMan
Sonic the Hedgehog,Invincibility Theme,FierceDeity
Sonic the Hedgehog,Labyrinth Zone,Yug Guy
Sonic the Hedgehog,Scrap Brain Zone,Yug Guy
Sonic the Hedgehog,Special Stage,Yug Guy
Sonic the Hedgehog,Spring Yard Zone,Yug Guy
Sonic the Hedgehog,Star Light Zone,Yug Guy
Sonic the Hedgehog 2,Aquatic Ruin Zone,Cashwarrior1
Sonic the Hedgehog 2,Boss Theme,Commander6
Sonic the Hedgehog 2,Casino Night Zone,E. Gadd Industries
Sonic the Hedgehog 2,Chemical Plant Zone,Sekter77
Sonic the Hedgehog 2,Death Egg Zone,Commander6
Sonic the Hedgehog 2,Emerald Hill Zone,Commander6
Sonic the Hedgehog 2,Final Boss,Sebastian
Sonic the Hedgehog 2,Hill Top Zone,Commander6
Sonic the Hedgehog 2,Metropolis Zone,Commander6
Sonic the Hedgehog 2,Mystic Cave Zone,Th3Gavst3r
Sonic the Hedgehog 2,Mystic Cave Zone (2 Player),Yug Guy
Sonic the Hedgehog 2,Oil Ocean Zone,Yug Guy
Sonic the Hedgehog 2,Sky Chase Zone,Commander6
Sonic the Hedgehog 2,Wing Fortress Zone,Sebastian
Sonic the Hedgehog 3,Boss Battle,Commander6
Sonic the Hedgehog 3,Endless Mine,Yug Guy
Sonic the Hedgehog 3,File Select,Nine Lives
Sonic the Hedgehog 3,Hydrocity Zone Act 1,Cashwarrior1
Sonic the Hedgehog 3,Hydrocity Zone Act 2,Cashwarrior1
Sonic the Hedgehog 3,Ice Cap Zone Act 1,Cashwarrior1
Sonic the Hedgehog Spinball,Toxic Caves,LeviR.star
ToeJam & Earl,Big Earl Bump,Nine Lives
ToeJam & Earl,ToeJam Jammin',Nine Lives
Wonder Boy III: The Dragon's Trap,The Monster's Lair,LeviR.star
Devil Summoner: Soul Hackers,2D Field,Static
Sakura Wars,Declaration! Imperial Floral Assault Group,Static
Battle Garegga,Fly to the Leaden Sky,Libera
Battle Garegga,Stab and Stomp!,Libera
Bubble Bobble,Itsuwari No Ending,FugalOmen
Bubble Bobble,Sin No Endeling,FugalOmen
Bubble Bobble,Start Demo - Main Theme,Yug Guy
Contra,Boss Theme,Thomas Wilson
Contra,End Theme,Thomas Wilson
Contra,Game Over,Thomas Wilson
Contra,Opening Theme,Thomas Wilson
Contra,Stage 1/7 - Jungle/Hangar,Thomas Wilson
Contra,Stage 2/4 - Base,Thomas Wilson
Contra,Stage 3 - Waterfall,Thomas Wilson
Contra,Stage 5 - Snowfield,Thomas Wilson
Contra,Stage 6 - Energy Zone,Thomas Wilson
Contra,Stage 8 - Alien's Lair,Thomas Wilson
Contra,Stage Completion,Thomas Wilson
Dance Dance Revolution: Supernova,Flowers,Mr. Unibrow
Dance Dance Revolution: Supernova,Honey Punch,Mr. Unibrow
Dance Dance Revolution: Supernova 2,"Every Day, Every Night (NM Style)",Mr. Unibrow
Dance Dance Revolution: Supernova 2,Poseidon,Mr. Unibrow
Dig Dug,Music from Dig Dug,LeviR.star
Donkey Kong,Music from Donkey Kong,LeviR.star
Donkey Kong 3,Music from Donkey Kong 3,Nine Lives
Donkey Kong Jr.,Music from Donkey Kong Jr.,LeviR.star
Galaga,Music from Galaga,LeviR.star
Haunted Castle,Basement Melodies,LeviR.star
Haunted Castle,Can't Wait Until Night,LeviR.star
Haunted Castle,Cross Your Heart,LeviR.star
Haunted Castle,Devil's Resurrection,LeviR.star
Haunted Castle,Dracula's Room,LeviR.star
Haunted Castle,Miscellaneous Short Themes,LeviR.star
Ikaruga,Ideal,Renaud Bergeron
Mamorukun Curse!,Bless you! boy (Prologue 1),Th3Gavst3r
Mamorukun Curse!,YO-KAI Disco (Hell's Entrance World),Maelstrom
Mappy,Main Theme,LeviR.star
Marble Madness,Beginner Race,PetrifiedLasagna
Marble Madness,Intermediate Race,Joeberryosponge
Mario Bros.,Music from Mario Bros.,LeviR.star
Metro-Cross,Main Theme,LeviR.star
Ms. Pac-Man,Ms. Pac-Man Medley,Nana1Popo2
Mushihimesama,Requiem of the Sky,Libera
Mushihimesama,To Shinju Forest - Stage1,Static
New Rally-X,Music from New Rally-X,Jegilmer
Pac-Man,Start & Coffee Break Music,Static
Popeye,Music from Popeye,LeviR.star
Puyo Puyo,Theme of Puyo Puyo,LeviR.star
Radar Scope,Music from Radar Scope,LeviR.star
Radiant Silvergun,RETURN,Libera
Radiant Silvergun,Space Battle Ship 130 33KI,Libera
Radiant Silvergun,THE STONE-LIKE,Libera
SoulCalibur,Going to Where the Wind Blows,Delldongo
SoulCalibur II,"Brave Sword, Braver Soul",Renaud Bergeron
SoulCalibur II,Character Select,Fesniday
SoulCalibur II,Hubris,Renaud Bergeron
SoulCalibur II,Hubris (Reprise),Renaud Bergeron
Splatterhouse,Ending,LeviR.star
Street Fighter,Continue,Fantastic Ike
Street Fighter Alpha: Warriors' Dreams,Charlie Stage,Fantastic Ike
Street Fighter II: The World Warrior,Guile's Theme,Renaud Bergeron
Street Fighter II: The World Warrior,Guile's Theme (Heavy Damage),Renaud Bergeron
Street Fighter II: The World Warrior,Ryu's Theme,Fantastic Ike
Street Fighter III: 3rd Strike: Fight for the Future,Alex & Ken Stage ~ Jazzy NYC '99,Static
Street Fighter IV,Snowy Rail Yard Stage - Russia,Fantastic Ike
Super Street Fighter II: The New Challengers,Dee Jay Stage,Fantastic Ike
Tekken 2,Character Select,WiiMan96
Under Night In-Birth,Gathers Under Night,Renaud Bergeron
Under Night In-Birth,Night Walker,Static
Vs. Ice Climber,Bonus Stage,LeviR.star
Wonder Boy,Overworld,WiiMan96
Wonder Boy: Monster Land,Dragon's Castle,LeviR.star
Xevious,Intro & Gameplay Music,Jegilmer
Pizza Chef,Main Theme,Jacopo Tore
Gyruss,Main Theme,Jacopo Tore
Galaga,Game Start,Jacopo Tore
Wolfenstein 3D,Tiptoeing Around,Jacopo Tore
Batman Returns,Title Music,Fantastic Ike
Chip's Challenge,Title Screen,Jacopo Tore
Among Us,Dead Body Reported,Kricketune54
Among Us,Main Theme,mastersuperfan
Angry Birds,Main Theme,Ryan McGaughey
Azarashi iOS,Main Theme,Olimar12345
Azarashi iOS,Miscellaneous Jingles,Olimar12345
Dandy Dungeon,Tower Song,Nine Lives
Eden - World Builder,Main Menu,E. Gadd Industries
Fairune,Administrator's Tower,Cashwarrior1
Fairune,Lava,Cashwarrior1
Fire Emblem Heroes,Breeze of Askr,Libera
Fire Emblem Heroes,Climb the Sky,Code_Name_Geek
Fire Emblem Heroes,Gear Up For...,Latios212
Fire Emblem Heroes,Serious 6,Libera
Fire Emblem Heroes,Serious 6b,Libera
Neko Atsume: Kitty Collector,Theme of Neko Atsume,Static
NieR Re[in]carnation,Breathe,Libera
NieR Re[in]carnation,Homesick,Libera
Oceanhorn: Monster of Uncharted Seas,Home Island (Menu),Lkjhgfdsa_77
Pokémon GO,Battle! (Wild Pokémon),JDMEK5
Pokémon GO,Main Theme,JDMEK5
Pokémon GO,Walking (Map Theme),Tobbeh99
Pokémon Masters EX,"Battle! (Lance, Steven, and Cynthia)",Zeila
AI: The Somnium Files,Arcane Incantation,mastersuperfan
AI: The Somnium Files,Invincible Rainbow Arrow,mastersuperfan
AI: The Somnium Files,PSYNCIN' IN THE CAPTaiN,mastersuperfan
Assassin's Creed II,Ezio's Family,JDMEK5
Assassin's Creed Rogue,Agnus Dei,JDMEK5
Atelier Ryza: Ever Darkness & the Secret Hideout,Ordinary Days,Sayshi
Bad Piggies,Main Theme,LeviR.star
Bayonetta,First Love,Don Valentino
Bionic Commando,Piano Theme,Alpacatron
Bloodstained: Ritual of the Night,Theme of Bloodstained (Piano),Atcero
Call of Duty: Black Ops,Damned,Static
Castlevania: Curse of Darkness,Eneomaos Machine Tower,Atcero
Celeste,Celestial Resort (Good Karma Mix) (Two Pianos),Greg
Celeste,Exhale,PlayfulPiano
Celeste,First Steps,PlayfulPiano
Celeste,Little Goth,AcceptedSugar
Celeste,Quiet and Falling,PlayfulPiano
Celeste,Resurrections,PlayfulPiano
Celeste,Spirit of Hospitality,Greybird
Celeste,wavedash.ppt,mastersuperfan
Celeste: Farewell,Futility + Reconciliation,gu
Chicory: A Colorful Tale,Teatime Meadows,Rubikium
Cuphead,Don't Deal With The Devil (Instrumental),Th3Gavst3r
Danganronpa V3: Killing Harmony,Beautiful Lie in the Virtual World,Static
Dark Souls,Dark Sun Gwyndolin,Libera
Dark Souls,Great Grey Wolf Sif,Libera
Dark Souls,"Gwyn, Lord of Cinder (Two Pianos)",Zunawe
Dark Souls II,"Aldia, Scholar of the First Sin",Libera
Dark Souls II,Majula,Libera
Dark Souls II,Remains,Libera
Destiny 2,Guardian's Sacrifice,Fantastic Ike
Doki Doki Literature Club Plus!,Candy Hearts,Latios212
Doki Doki Literature Club Plus!,Dusk,Latios212
Doki Doki Literature Club Plus!,Lavender Mist,Latios212
Doki Doki Literature Club Plus!,"My Song, Your Note",mastersuperfan
Doki Doki Literature Club Plus!,Piece by Piece,Latios212
Elden Ring,Lord's Apparition,Libera
Fallout: New Vegas,Begin Again,Pianist Da Sootopolis
Final Fantasy XIII,FINAL FANTASY XIII - The Promise,Libera
Final Fantasy XIII,Lightning's Theme,Libera
Final Fantasy XIII,Saber's Edge,Renaud Bergeron
Final Fantasy XIII,Vanille's Theme,The Deku Trombonist
Final Fantasy XIV: A Realm Reborn,Torn from the Heavens,Th3Gavst3r
Final Fantasy XIV: Shadowbringers,What Angel Wakes Me,Static
Final Fantasy XV,End of the Road,Renaud Bergeron
Fortnite,Dance Moves,BrainyLucario
Furi,A picture in motion,Maelstrom
Genshin Impact,"For Riddles, for Wonders",Latios212
Genshin Impact,Fragile Fantasy,Latios212
Genshin Impact,Lustrous Stars,Latios212
Genshin Impact,Once-Colored Memories,BratscheCube
Genshin Impact,Pure Sky,Kaphita
Hades,Death and I,Fantastic Ike
Hades,Out of Tartarus,Fantastic Ike
killer7,Where Angels Play,Static
Marvel vs. Capcom 3: Fate of Two Worlds,Theme of She-Hulk,Fantastic Ike
Mega Man 10,Absolute Chill (Chill Man Stage),LeviR.star
Mega Man 10,Fireball Strike (Strike Man Stage),WaluigiTime64
Mega Man 10,Nitro Rider (Nitro Man Stage),WaluigiTime64
Mega Man 10,Title,Don Valentino
Mega Man 8,Astro Man Stage,LeviR.star
Mega Man 8,Stage Select,Matiasgarcia
Mega Man 9,Flash in the Dark (Wily Stage 1),LeviR.star
Mega Man 9,Hornet Dance (Hornet Man Stage),Yugikun
Mega Man 9,Jewel Temptation (Jewel Man Stage),Yugikun
Mega Man 9,Title,WiiMan96
Mega Man 9,Wily Machine,Don Valentino
Mega Man X4,Storm Owl,Awasai
Millie's Math House,Main Theme,Jacopo Tore
Minecraft Dungeons,Halland,Zeila
Monster Hunter: World,Autumn Festival,Th3Gavst3r
Monster Hunter: World,Meowscular Chef's Custom Platter,Th3Gavst3r
Naruto Shippuden: Ultimate Ninja Storm 2,The Calm Before the Storm,Zeila
NieR,Halua,Libera
NieR,Kaine Salvation,Maelstrom
NieR,Snow in Summer,Libera
NieR,Song of the Ancients (Devola),Maelstrom
NieR,The Dark Colossus Destroys All,Libera
NieR,Yonah (Piano Ver.),Libera
NieR: Automata,Amusement Park,Maelstrom
NieR: Automata,Birth of a Wish,Maelstrom
NieR: Automata,Faltering Prayer (Starry Sky),Libera
NieR: Automata,Fortress of Lies,Libera
NieR: Automata,Pascal,Maelstrom
NieR: Automata,Vague Hope (Cold Rain),Libera
Night in the Woods,Gregg's Woods,BrainyLucario
Night in the Woods,MaeBea,BrainyLucario
Night in the Woods,Shapes,BrainyLucario
One Piece: Pirate Warriors 2,Overpower,Fantastic Ike
Outer Wilds,Castaways,Zunawe
Outer Wilds,Morning,Zunawe
Pac-Man World 2,Main Theme,WiiMan96
Pac-Man World 2,Menu,WiiMan96
Persona 5,Big Bang Burger March,Code_Name_Geek
Persona 5,Layer Cake,Code_Name_Geek
Persona 5,Our Beginning,Code_Name_Geek
Persona 5,Star Forneus,Code_Name_Geek
Persona 5,"Welcome Home, Master!",Code_Name_Geek
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Escape Through the Snow / Snow Refugees,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,File Select,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Friend Area - Swamp,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Great Canyon,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Great Canyon (Two Pianos),Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Intro / Title Screen,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Monster House,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Parting,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Questionnaire,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Rescue Team Base,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Sinister Woods,Latios212
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Sky Tower,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Sky Tower (Two Pianos),Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,Tiny Woods,Bespinben
Pokémon Mystery Dungeon: Red Rescue Team & Pokémon Mystery Dungeon: Blue Rescue Team,World Calamity,Bespinben
Portal,Still Alive,Tangy
Portal 2,Cara Mia,Brassman388
Portal 2,Turret Wife Serenade,Purple1222119
Portal 2,Want You Gone,Tangy
Rayman,Band Land 4,Olimar12345
Rayman,Candy Chateau 1,Olimar12345
Resident Evil 5,Rust in summer 2008,Static
Sekiro: Shadows Die Twice,Divine Dragon,Libera
Shantae and the Pirate's Curse,Bran-Son,BrainyLucario
Shantae and the Pirate's Curse,You Found an Item!,BrainyLucario
Shovel Knight,Strike the Earth! (Plains of Passage),Joel Hands-Otte
Shovel Knight,The Schemer (Tinker Knight Battle),Dekkadeci
Shovel Knight,The Starlit Wilds (Campfire Scene) (Two Pianos),Yugikun
Shovel Knight,Waltz of the Troupple King,Don Valentino
Shovel Knight: Plague of Shadows,Le Bouquet Magique,Zeila
Shovel Knight: Plague of Shadows,Tango of the Troupple King,Zeila
Shovel Knight: Plague of Shadows,The Final Note,Zeila
Skullgirls Encore,Fugue in Three Goddesses,FireArrow
Skullgirls Encore,The Legend of the Skull Heart,Olimar12345
Skullgirls Encore,The Lives We Left Behind,Olimar12345
Skylanders: Giants,Skystones,Tobbeh99
Skylanders: SuperChargers,Main Theme,Tobbeh99
Metal Slug 2,LIVIN' ON THE DECK (Stage 3-1),Static
The King of Fighters '96,Stormy Saxophone 2 (Yagami Team Theme),Static
Sonic Chaos,Turquoise Hill Zone,LeviR.star
Sonic the Hedgehog (Game Gear/Master System),Bridge Zone,LeviR.star
Sonic Unleashed,Windmill Isle (Day) (Two Pianos),WiiMan96
Soul Hackers 2,Shinsando,Static
Star Wars Battlefront (2015),Nien Nunb Theme,Fantastic Ike
Star Wars: Bounty Hunter,Main Theme,Kricketune54
Steins;Gate 0,Messenger -piano-,Zeila
Super Smash Bros. for Nintendo 3DS and Wii U,Classic: Final Results,K-NiGhT
Super Smash Bros. for Nintendo 3DS and Wii U,Famicom Medley,Yug Guy
Super Smash Bros. for Nintendo 3DS and Wii U,Magicant/Eight Melodies,Nebbles
Super Smash Bros. for Nintendo 3DS and Wii U,Namco Arcade '80s Retro Medley 1,Yug Guy
Super Smash Bros. for Nintendo 3DS and Wii U,Rainbow Road Series Medley,Clanker37
Super Smash Bros. for Nintendo 3DS and Wii U,Running/Countdown,Maelstrom
Tadpole Treble,Rest,Cashwarrior1
The Binding of Isaac: Rebirth,Genesis 22:10 (Title),Bloop
The Elder Scrolls IV: Oblivion,Title Screen,Thomas Wilson
The Elder Scrolls V: Skyrim,Dragonborn Theme,Meloetta
The Legend of Heroes: Trails of Cold Steel,Heartbreak,SlimyWyvern
The Legend of Heroes: Trails of Cold Steel,Wholehearted Feelings,SlimyWyvern
The Legend of Heroes: Trails of Cold Steel II,To the Irreplaceable People,SlimyWyvern
The Legend of Zelda: Breath of the Wild,Battle (Field),Static
The Legend of Zelda: Breath of the Wild,Cave,Static
The Legend of Zelda: Breath of the Wild,Credits (Staff Roll),Olimar12345
The Legend of Zelda: Breath of the Wild,Daruk's Theme,Olimar12345
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Medoh (Dungeon),Bloop
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Naboris (Dungeon),Bloop
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Rudania (Dungeon),Bloop
The Legend of Zelda: Breath of the Wild,Divine Beast Vah Ruta (Dungeon),Bloop
The Legend of Zelda: Breath of the Wild,Epilogue,Olimar12345
The Legend of Zelda: Breath of the Wild,Field (Day),Latios212
The Legend of Zelda: Breath of the Wild,Field (Night),Sidon327
The Legend of Zelda: Breath of the Wild,Flight Range,Sidon327
The Legend of Zelda: Breath of the Wild,Gerudo Town (Day),Olimar12345
The Legend of Zelda: Breath of the Wild,Goron City (Day),Olimar12345
